-0.727,-0.727
-0.754,-0.754
-0.753,-0.754
-0.754,-0.754
-0.753,-0.754
-0.693,-0.693
-0.742,-0.742
-0.595,-0.595
-0.718,-0.718
-0.740,-0.741
-0.734,-0.735
-0.709,-0.709
-0.091,-0.098
-0.742,-0.742
-0.728,-0.729
-0.721,-0.721
-0.742,-0.743
-0.740,-0.741
-0.732,-0.732
-0.738,-0.738
-0.741,-0.740
-0.725,-0.726
-0.721,-0.723
-0.732,-0.732
-0.418,-0.416
-0.127,-0.132
-0.284,-0.304
-0.742,-0.742
-0.538,-0.538
-0.660,-0.653
-0.682,-0.695
-0.755,-0.754
-0.754,-0.754
-0.754,-0.754
-0.755,-0.754
-0.703,-0.704
-0.719,-0.719
-0.733,-0.734
-0.745,-0.746
-0.737,-0.737
-0.627,-0.633
-0.477,-0.477
-0.721,-0.721
-0.717,-0.717
-0.624,-0.672
-0.747,-0.747
-0.755,-0.755
-0.713,-0.713
-0.732,-0.732
-0.726,-0.727
-0.763,-0.763
-0.716,-0.716
-0.741,-0.742
-0.723,-0.724
-0.724,-0.724
-0.687,-0.688
-0.685,-0.691
-0.322,-0.324
-0.741,-0.738
-0.729,-0.730
-0.110,-0.154
-0.615,-0.616
-0.753,-0.753
-0.712,-0.713
-0.694,-0.711
-0.757,-0.757
-0.760,-0.761
-0.759,-0.759
-0.712,-0.713
-0.702,-0.702
-0.738,-0.739
-0.743,-0.743
-0.744,-0.744
-0.720,-0.721
-0.697,-0.697
-0.695,-0.736
-0.698,-0.699
-0.709,-0.709
-0.710,-0.710
-0.726,-0.726
-0.701,-0.701
-0.745,-0.745
-0.727,-0.727
-0.727,-0.726
-0.629,-0.646
-0.750,-0.750
-0.720,-0.720
-0.721,-0.721
-0.750,-0.750
-0.688,-0.692
-0.736,-0.737
-0.377,-0.431
 0.192,-0.471
-0.377,-0.380
-0.708,-0.708
-0.756,-0.757
-0.757,-0.757
-0.750,-0.750
-0.743
-0.743,-0.743
-0.759,-0.759
-0.762,-0.763
-0.756,-0.756
-0.693,-0.694
-0.746,-0.746
-0.742,-0.742
-0.769,-0.769
-0.721,-0.721
-0.706,-0.706
-0.743,-0.742
-0.738,-0.738
-0.710,-0.711
-0.744,-0.744
-0.692,-0.692
-0.740,-0.740
-0.725,-0.725
-0.016,-0.726
-0.739,-0.739
-0.738,-0.738
-0.729,-0.730
-0.724,-0.724
-0.422,-0.491
-0.647,-0.647
-0.606,-0.633
 0.329, 0.228
-0.526,-0.527
-0.656,-0.675
-0.756,-0.756
-0.756,-0.756
-0.759,-0.759
-0.759,-0.759
-0.756,-0.757
-0.769,-0.769
-0.734,-0.734
-0.691,-0.733
-0.740,-0.742
-0.739,-0.739
-0.757,-0.758
-0.769,-0.768
-0.709,-0.709
-0.725,-0.725
-0.743,-0.743
-0.714,-0.724
-0.746,-0.746
-0.725,-0.725
-0.728,-0.729
-0.740,-0.740
-0.743,-0.742
-0.745,-0.745
-0.728,-0.728
-0.766,-0.766
-0.725,-0.725
-0.709,-0.709
-0.667,-0.694
-0.513,-0.525
-0.037,-0.149
-0.734,-0.735
 1.014, 0.964
-0.631,-0.631
-0.048,-0.205
-0.766,-0.767
-0.766,-0.767
-0.756,-0.756
-0.759,-0.759
-0.759,-0.759
-0.769,-0.768
-0.769,-0.768
-0.714,-0.715
-0.747,-0.747
-0.731,-0.731
-0.764,-0.764
-0.739,-0.740
-0.758,-0.758
-0.753,-0.754
-0.782,-0.782
-0.713,-0.712
-0.746,-0.747
-0.757,-0.758
-0.721,-0.721
-0.750,-0.750
-0.725,-0.724
-0.748,-0.748
-0.728,-0.727
-0.760,-0.761
-0.730,-0.730
-0.687,-0.687
-0.779,-0.778
-0.386,-0.511
-0.384,-0.715
-0.424,-0.451
-0.528,-0.556
-0.361,-0.358
 0.272,-0.675
-0.769,-0.769
-0.769,-0.769
-0.758,-0.758
-0.742,-0.742
-0.757,-0.757
-0.782,-0.782
-0.707,-0.715
-0.753,-0.753
-0.727,-0.727
-0.727,-0.727
-0.698,-0.698
-0.743,-0.743
-0.761,-0.763
-0.743,-0.744
-0.709,-0.709
-0.738,-0.738
-0.716,-0.718
-0.701,-0.702
-0.738,-0.738
-0.747,-0.747
-0.724,-0.724
-0.720,-0.720
-0.728,-0.728
-0.739,-0.739
-0.722,-0.722
-0.679,-0.679
-0.759,-0.761
 0.011,-0.532
-0.736,-0.736
-0.633,-0.634
-0.617,-0.617
 0.026,-0.489
-0.529,-0.583
-0.763,-0.763
-0.761,-0.763
-0.738,-0.738
-0.737,-0.738
-0.716,-0.717
-0.768,-0.769
-0.768,-0.768
-0.759,-0.760
-0.706,-0.706
-0.687,-0.687
-0.748,-0.748
-0.667,-0.667
-0.723,-0.724
-0.707,-0.707
-0.748,-0.748
-0.713,-0.713
-0.734,-0.734
-0.722,-0.723
-0.740,-0.740
-0.704,-0.704
-0.734,-0.734
-0.716,-0.716
-0.723,-0.722
-0.741,-0.741
-0.747,-0.747
-0.732,-0.732
-0.722,-0.724
-0.449,-0.468
-0.599,-0.607
 9.218, 9.196
-0.725,-0.725
-0.666,-0.667
-0.534,-0.609
-0.728,-0.728
-0.762,-0.762
-0.748,-0.748
-0.750,-0.751
-0.769,-0.769
-0.769,-0.769
-0.763,-0.763
-0.740,-0.740
-0.759,-0.759
-0.739,-0.740
-0.755,-0.755
-0.747,-0.747
-0.705,-0.706
-0.730,-0.730
-0.733,-0.733
-0.750,-0.750
-0.743,-0.743
-0.723,-0.723
-0.714,-0.714
-0.732,-0.732
-0.709,-0.711
-0.718,-0.718
-0.729,-0.729
-0.751,-0.751
-0.741,-0.741
-0.698,-0.698
-0.405,-0.415
-0.059,-0.321
-0.634,-0.637
-0.719,-0.719
 0.462,-0.740
 0.054,-0.380
 0.457, 0.418
-0.769,-0.769
-0.769,-0.769
-0.769,-0.769
-0.753,-0.756
-0.755,-0.755
-0.742,-0.743
-0.755,-0.755
-0.745,-0.745
-0.724,-0.725
-0.726,-0.726
-0.724,-0.725
-0.720,-0.720
-0.724,-0.724
-0.741,-0.741
-0.729,-0.729
-0.711,-0.711
-0.733,-0.733
-0.760,-0.760
-0.743,-0.743
-0.744,-0.744
-0.721,-0.722
-0.722,-0.722
-0.717,-0.717
-0.736,-0.736
-0.728,-0.728
-0.754,-0.754
-0.613,-0.761
-0.347,-0.343
-0.727,-0.725
-0.597,-0.599
-0.767,-0.770
 0.745,-0.195
-0.741,-0.741
-0.760,-0.760
-0.724,-0.724
-0.691,-0.715
-0.643,-0.664
-0.578,-0.574
-0.595,-0.593
-0.746,-0.747
-0.733,-0.734
-0.711,-0.711
-0.188,-0.752
-0.695,-0.733
-0.738,-0.738
-0.726,-0.726
-0.750,-0.750
-0.559,-0.561
-0.654,-0.726
-0.749,-0.749
-0.756,-0.756
-0.534,-0.542
-0.770,-0.770
-0.144,-0.146
-0.723,-0.723
-0.576,-0.625
-0.483,-0.706
-0.399,-0.562
 0.358, 0.232
-0.742,-0.742
-0.622,-0.618
-0.726,-0.726
-0.737,-0.737
-0.740,-0.741
-0.760,-0.760
-0.760,-0.760
-0.734,-0.734
-0.759,-0.759
-0.759,-0.759
-0.753,-0.753
-0.747,-0.747
-0.543,-0.560
-0.709,-0.709
-0.720,-0.721
-0.723,-0.723
-0.725,-0.724
-0.746,-0.747
-0.714,-0.715
-0.742,-0.743
-0.734,-0.733
-0.706,-0.706
-0.589,-0.590
-0.733,-0.733
-0.731,-0.731
-0.737,-0.737
-0.757,-0.757
-0.718,-0.718
-0.134,-0.147
 0.869, 0.879
-0.446,-0.521
 0.242, 0.260
 0.168, 0.167
-0.772,-0.758
-0.726,-0.726
-0.740,-0.741
-0.749,-0.749
-0.739,-0.739
-0.739,-0.739
-0.749,-0.749
-0.745,-0.745
-0.745,-0.745
-0.735,-0.735
-0.741,-0.741
-0.727,-0.727
-0.717,-0.717
-0.732,-0.733
-0.718,-0.719
-0.742,-0.742
-0.749,-0.750
-0.757,-0.757
-0.748,-0.748
 0.420, 0.428
-0.716,-0.716
-0.753,-0.753
-0.711,-0.711
-0.756,-0.757
-0.755,-0.755
-0.715,-0.719
-0.743,-0.743
-0.322,-0.316
-0.267,-0.286
-0.434,-0.429
-0.678,-0.679
-0.652,-0.662
-0.661,-0.671
-0.753,-0.753
-0.757,-0.757
-0.756,-0.756
-0.757,-0.758
-0.757,-0.757
-0.757,-0.757
-0.758,-0.757
-0.739,-0.740
-0.735,-0.735
-0.701,-0.701
-0.712,-0.712
-0.726,-0.725
-0.740,-0.740
-0.738,-0.739
-0.717,-0.717
-0.743,-0.743
-0.730,-0.761
-0.744,-0.745
-0.734,-0.734
-0.719,-0.720
-0.707,-0.707
-0.731,-0.732
-0.727,-0.727
-0.757,-0.756
-0.726,-0.727
-0.749,-0.749
-0.707,-0.708
 1.119, 1.009
-0.592,-0.594
-0.650,-0.656
-0.291,-0.325
-0.519,-0.773
-0.757,-0.757
-0.757,-0.757
-0.757,-0.757
-0.757,-0.758
-0.710,-0.747
-0.708,-0.713
-0.727,-0.727
-0.737,-0.737
-0.769,-0.769
-0.750,-0.750
-0.727,-0.728
-0.757,-0.757
-0.553,-0.555
-0.748,-0.750
-0.747,-0.747
-0.736,-0.736
-0.732,-0.732
-0.739,-0.740
-0.503,-0.503
-0.749,-0.749
-0.734,-0.734
-0.746,-0.746
-0.621,-0.622
-0.738,-0.739
-0.747,-0.747
-0.726,-0.726
-0.487,-0.586
 1.302, 1.184
-0.736,-0.736
-0.484,-0.484
 0.837, 0.708
 0.305, 0.209
-0.757,-0.757
-0.757,-0.758
-0.769,-0.769
-0.769,-0.769
-0.734,-0.734
-0.722,-0.722
-0.727,-0.727
-0.756,-0.756
-0.738,-0.738
-0.735,-0.736
-0.739,-0.739
-0.738,-0.738
-0.725,-0.726
-0.717,-0.725
-0.741,-0.742
-0.675,-0.675
-0.755,-0.755
-0.733,-0.733
-0.749,-0.749
-0.732,-0.732
-0.718,-0.718
-0.734,-0.735
-0.709,-0.710
-0.747,-0.746
-0.747,-0.747
-0.722,-0.723
-0.431,-0.521
-0.571,-0.601
-0.595,-0.602
 0.199, 0.037
-0.725,-0.725
-0.591,-0.596
-0.742,-0.742
-0.738,-0.738
-0.738,-0.738
-0.733,-0.733
-0.733,-0.733
-0.755,-0.755
-0.755,-0.755
-0.720,-0.720
-0.731,-0.731
-0.771,-0.771
-0.757,-0.758
-0.757,-0.757
-0.736,-0.736
-0.752,-0.752
-0.737,-0.737
-0.718,-0.720
-0.721,-0.723
-0.716,-0.716
-0.735,-0.736
-0.735,-0.735
-0.757,-0.758
-0.752,-0.753
-0.733,-0.733
-0.727,-0.727
-0.686,-0.689
-0.734,-0.734
-0.726,-0.727
-0.528,-0.533
-0.454,-0.483
-0.108,-0.466
 0.318, 0.318
-0.532,-0.541
-0.742,-0.747
-0.741,-0.742
-0.735,-0.735
-0.742,-0.742
-0.741,-0.741
-0.738,-0.738
-0.738,-0.738
-0.737,-0.737
-0.723,-0.724
-0.738,-0.738
-0.749,-0.749
-0.737,-0.737
-0.735,-0.735
-0.743,-0.743
-0.716,-0.717
-0.742,-0.742
-0.717,-0.717
-0.712,-0.712
-0.769,-0.769
-0.725,-0.725
-0.729,-0.729
-0.715,-0.717
-0.727,-0.727
-0.751,-0.751
-0.752,-0.752
-0.731,-0.731
-0.724,-0.726
-0.748,-0.747
-0.666,-0.668
-0.552,-0.628
 0.257, 0.144
-0.522,-0.531
 0.062, 0.063
-0.754,-0.755
-0.757,-0.757
-0.769,-0.769
-0.767,-0.768
-0.763,-0.763
-0.743,-0.744
-0.760,-0.759
-0.746,-0.746
-0.737,-0.739
-0.737,-0.737
-0.717,-0.717
-0.721,-0.721
-0.731,-0.731
-0.757,-0.757
-0.728,-0.728
-0.743,-0.743
-0.746,-0.746
-0.729,-0.730
-0.736,-0.736
-0.703,-0.703
-0.747,-0.748
-0.727,-0.728
-0.742,-0.742
-0.758,-0.758
-0.731,-0.732
-0.745,-0.746
-0.703,-0.731
-0.332,-0.332
-0.649,-0.643
-0.403,-0.430
-0.596,-0.615
 0.089, 0.082
-0.616,-0.669
-0.736,-0.752
-0.730,-0.749
-0.745,-0.745
-0.745,-0.746
-0.743,-0.743
-0.734,-0.734
-0.737,-0.737
-0.754,-0.754
-0.748,-0.750
-0.725,-0.725
-0.738,-0.738
-0.727,-0.727
-0.737,-0.738
-0.734,-0.735
-0.732,-0.733
-0.682,-0.715
-0.759,-0.759
-0.709,-0.709
-0.704,-0.704
-0.720,-0.721
-0.728,-0.729
-0.735,-0.735
-0.766,-0.766
-0.745,-0.745
-0.754,-0.754
-0.749,-0.749
-0.759,-0.759
-0.457,-0.633
-0.574,-0.571
-0.239,-0.243
 0.305, 0.261
-0.767,-0.767
-0.385,-0.694
-0.770,-0.769
-0.777,-0.774
-0.753,-0.754
-0.759,-0.759
-0.710,-0.725
-0.766,-0.766
-0.759,-0.759
-0.749,-0.749
-0.739,-0.739
-0.736,-0.735
-0.722,-0.722
-0.764,-0.764
-0.744,-0.744
-0.717,-0.717
-0.742,-0.742
-0.717,-0.717
-0.725,-0.726
-0.742,-0.742
-0.745,-0.745
-0.726,-0.726
-0.701,-0.701
-0.703,-0.703
-0.707,-0.707
-0.704,-0.704
-0.732,-0.732
-0.740,-0.740
-0.747,-0.746
-0.444,-0.490
-0.611,-0.643
 0.366, 0.290
-0.603,-0.608
-0.518,-0.518
